iter	Logloss
0	0.5369491152
1	0.4186584272
2	0.3370546913
3	0.2670767044
4	0.2155391455
5	0.1749154346
6	0.1423204978
7	0.1202532329
8	0.101705134
9	0.08784646737
10	0.07541841274
11	0.06673753871
12	0.05858726446
13	0.05116175397
14	0.04523238072
15	0.04057594445
16	0.0367411027
17	0.03371143612
18	0.03052142142
19	0.02748988953
20	0.02539739056
21	0.02332864984
22	0.02168643572
23	0.02011853374
24	0.01833713252
25	0.01700340672
26	0.01578974069
27	0.01465306599
28	0.01364698023
29	0.01265581322
30	0.01200411469
31	0.01127664966
32	0.01055685989
33	0.009946002764
34	0.009334391175
35	0.008763288189
36	0.008225651429
37	0.007791842187
38	0.007330650213
39	0.006979359746
40	0.006674027783
41	0.006310947299
42	0.006033190316
43	0.005833348339
44	0.005571153678
45	0.00531051681
46	0.005082593563
47	0.004940577474
48	0.004836420618
49	0.004750051425
50	0.004599360224
51	0.004433000465
52	0.004314706725
53	0.004160475311
54	0.004061585849
55	0.003966857894
56	0.003795197731
57	0.003702344335
58	0.003664337679
59	0.003567042163
60	0.003483705919
61	0.003414899716
62	0.003311639427
63	0.003256084124
64	0.003196953325
65	0.003145742734
66	0.003075004626
67	0.00302056844
68	0.002989300679
69	0.002966788618
70	0.002949832213
71	0.00291372444
72	0.002867891374
73	0.00284214707
74	0.002801524242
75	0.002734495894
76	0.00268104743
77	0.002631941486
78	0.002607083065
79	0.002572847225
80	0.002530580921
81	0.002476103233
82	0.002427169235
83	0.002393658415
84	0.002360678726
85	0.002342477341
86	0.002324906072
87	0.002279379633
88	0.00224733876
89	0.002217581688
90	0.002198914075
91	0.002180451964
92	0.00212618688
93	0.002091988045
94	0.002065141901
95	0.002040816385
96	0.002015461799
97	0.001989687289
98	0.001960319116
99	0.001937500162
100	0.001928822416
101	0.001918941871
102	0.00187758517
103	0.001858812335
104	0.001843254559
105	0.001815903329
106	0.001788507893
107	0.001736945962
108	0.001720801161
109	0.001694342927
110	0.001668944938
111	0.001638630929
112	0.001628477803
113	0.001614059198
114	0.001588389281
115	0.001577825648
116	0.001567042733
117	0.001530833249
118	0.001521059506
119	0.001510426323
120	0.001493115815
121	0.001480854663
122	0.001463408164
123	0.001435450146
124	0.001415675232
125	0.00140063299
126	0.001376954355
127	0.00135752126
128	0.001343676289
129	0.001331150667
130	0.001317809347
131	0.001284537927
132	0.001276094501
133	0.001266996465
134	0.001253500951
135	0.001245907611
136	0.001238860416
137	0.001228645827
138	0.001210678834
139	0.001194475744
140	0.001160924625
141	0.001147927297
142	0.001140872538
143	0.001130461754
144	0.001110687095
145	0.00110550217
146	0.001096487215
147	0.001096487215
148	0.001089404646
149	0.001081896336
150	0.001075152476
151	0.00106157468
152	0.001042539992
153	0.001042539992
154	0.001037561997
155	0.001028058994
156	0.001014691421
157	0.001008256366
158	0.0009987819031
159	0.0009896328469
160	0.0009832192675
161	0.0009644274885
162	0.0009483272824
163	0.0009373325365
164	0.00093049571
165	0.0009304814261
166	0.0009205220195
167	0.0009117548753
168	0.0009117548753
169	0.0009034208977
170	0.0008970816956
171	0.0008915853299
172	0.000881723136
173	0.000881723136
174	0.0008708694136
175	0.0008611176525
176	0.0008524961667
177	0.0008384704583
178	0.0008290391724
179	0.0008204463535
180	0.000802861457
181	0.0007952096452
182	0.0007847857421
183	0.0007713589815
184	0.0007713680783
185	0.0007713503521
186	0.0007713248561
187	0.0007713245443
188	0.0007644541887
189	0.0007567512588
190	0.0007488955136
191	0.000748834649
192	0.0007488334794
193	0.0007488334794
194	0.0007436390327
195	0.0007436341466
196	0.0007436341466
197	0.0007373117752
198	0.0007213893769
199	0.0007138232394
200	0.0007138182164
201	0.00070715924
202	0.000700118426
203	0.000700118426
204	0.000700118426
205	0.0006900653286
206	0.0006900653286
207	0.0006900757782
208	0.0006900757782
209	0.0006900757782
210	0.0006819747817
211	0.0006819747817
212	0.0006820239864
213	0.0006820239864
214	0.0006820187358
215	0.0006820187358
216	0.000674628088
217	0.0006746035183
218	0.0006746035183
219	0.000669782261
220	0.000669782261
221	0.000669782261
222	0.0006617589585
223	0.0006617589585
224	0.0006617589585
225	0.0006617150962
226	0.0006617150962
227	0.0006617237936
228	0.0006617264005
229	0.0006543685863
230	0.0006543685863
231	0.0006543685863
232	0.0006544233046
233	0.0006543845894
234	0.0006544218063
235	0.0006544218063
236	0.0006543346861
237	0.0006543346861
238	0.0006543897996
239	0.0006543850569
240	0.0006543765177
241	0.0006543750636
242	0.0006543750636
243	0.0006544080733
244	0.0006543563919
245	0.0006543768098
246	0.000654326795
247	0.000654326795
248	0.0006417366811
249	0.0006417366397
250	0.0006417000313
251	0.0006324533862
252	0.000632419574
253	0.000632419574
254	0.000632419574
255	0.000632419574
256	0.000632419574
257	0.0006324207293
258	0.0006214274519
259	0.0006214579554
260	0.0006214579554
261	0.0006214295853
262	0.0006214295853
263	0.0006214295853
264	0.0006214383774
265	0.0006213835985
266	0.000621393838
267	0.000621393838
268	0.0006183381088
269	0.0006127432351
270	0.0006127774846
271	0.0006127774846
272	0.0006127774846
273	0.0006127774846
274	0.0006128136848
275	0.000612758217
276	0.000612758217
277	0.000612758217
278	0.000612758217
279	0.000612758217
280	0.000612758217
281	0.0006127812187
282	0.0006127812187
283	0.0006127812187
284	0.0006127812187
285	0.0006128095866
286	0.0006128095866
287	0.0006128095866
288	0.0006128095866
289	0.0006127909833
290	0.0006127699653
291	0.000612770041
292	0.0006127326793
293	0.0006127879103
294	0.0006127879103
295	0.0006127510094
296	0.0006127713243
297	0.0006127713243
298	0.0006127713243
299	0.0006127713243
300	0.0006127713243
301	0.0006128000563
302	0.0006128230815
303	0.0006128230815
304	0.0006128230815
305	0.000612777715
306	0.000612777715
307	0.000612777715
308	0.000612777715
309	0.000612777715
310	0.000612777715
311	0.0006127374999
312	0.0006127374999
313	0.000612767587
314	0.000612768414
315	0.0006127714316
316	0.0006127389413
317	0.0006127389413
318	0.0006127389413
319	0.0006127389413
320	0.0006127389413
321	0.0006127389413
322	0.0006127389413
323	0.0006127389413
324	0.0006127135341
325	0.0006127135341
326	0.0006127135341
327	0.0006127769596
328	0.0006127098494
329	0.0006127098494
330	0.0006127223363
331	0.0006127217997
332	0.0006127118422
333	0.000612757983
334	0.000612757983
335	0.000612713271
336	0.000612713271
337	0.000612713271
338	0.0006127345559
339	0.0006127345559
340	0.0006127345559
341	0.0006127345559
342	0.0006127345559
343	0.0006127345559
344	0.0006127345559
345	0.0006126914306
346	0.0006126914306
347	0.0006126870094
348	0.0006127456287
349	0.0006127456287
350	0.0006127456287
351	0.0006127456287
352	0.0006127456287
353	0.0006127456287
354	0.0006126906803
355	0.0006126906803
356	0.0006126906803
357	0.0006126906803
358	0.0006126906803
359	0.0006126906803
360	0.0006127291721
361	0.0006127291721
362	0.0006127291721
363	0.0006127291721
364	0.0006127291721
365	0.0006127291721
366	0.0006127291721
367	0.0006127291721
368	0.000612693881
369	0.000612693881
370	0.0006127317751
371	0.0006127317751
372	0.0006127317751
373	0.0006127317751
374	0.0006127317751
375	0.0006127317751
376	0.0006127317751
377	0.0006127317751
378	0.0006127008883
379	0.0006127798291
380	0.0006127469074
381	0.0006127469074
382	0.0006127469074
383	0.0006127469074
384	0.0006127486094
385	0.0006127486094
386	0.0006127486094
387	0.0006127486094
388	0.0006127486094
389	0.0006127486094
390	0.0006127486094
391	0.0006127486094
392	0.0006127486094
393	0.0006127486094
394	0.0006127486094
395	0.0006127485232
396	0.0006127485232
397	0.0006127047349
398	0.0006127047349
399	0.0006127047349
400	0.0006126867141
401	0.0006126867141
402	0.00061266258
403	0.00061266258
404	0.0006127099581
405	0.0006127099581
406	0.0006127099581
407	0.0006127447337
408	0.0006127447337
409	0.0006127447337
410	0.0006127447337
411	0.0006127011306
412	0.0006127011306
413	0.0006127011306
414	0.0006126515657
415	0.0006126944744
416	0.0006126944744
417	0.0006126944744
418	0.0006126944744
419	0.0006126944744
420	0.0006126944744
421	0.0006126944744
422	0.0006126944744
423	0.0006126944744
424	0.0006126944744
425	0.0006126944744
426	0.0006126944744
427	0.0006126944744
428	0.0006126944744
429	0.0006126944744
430	0.0006126944744
431	0.0006126944744
432	0.0006126944744
433	0.0006126944744
434	0.0006126944744
435	0.0006126857752
436	0.0006126857752
437	0.0006126857752
438	0.0006126945712
439	0.0006126945712
440	0.000612671325
441	0.0006126521335
442	0.0006127234063
443	0.000612639769
444	0.000612639769
445	0.000612639769
446	0.000612639769
447	0.000612639769
448	0.0006127051032
449	0.0006126243232
450	0.0006126243232
451	0.0006126243232
452	0.0006126243232
453	0.0006126243232
454	0.0006126243232
455	0.0006126243232
456	0.0006126256426
457	0.0006126756679
458	0.0006126756679
459	0.0006126756679
460	0.0006126579161
461	0.0006126579161
462	0.0006126579161
463	0.0006126893546
464	0.0006126893546
465	0.0006126893546
466	0.0006126893546
467	0.0006126893546
468	0.0006126893546
469	0.0006126893546
470	0.0006126893546
471	0.0006126893546
472	0.0006126893546
473	0.000612651134
474	0.0006126142903
475	0.0006126142903
476	0.0006126142903
477	0.0006126142903
478	0.0006126142903
479	0.0006126142903
480	0.0006126142903
481	0.0006126142903
482	0.0006126073187
483	0.0006126073187
484	0.0006126062014
485	0.0006126062014
486	0.0006126062014
487	0.0006126478201
488	0.0006126478201
489	0.0006126607489
490	0.0006126726753
491	0.0006126198806
492	0.0006126198806
493	0.0006126198806
494	0.0006126198806
495	0.0006126198806
496	0.0006126198806
497	0.0006126198806
498	0.0006126198806
499	0.0006126198806
500	0.0006126198806
501	0.0006126198806
502	0.0006126198806
503	0.0006126198806
504	0.0006126198806
505	0.0006126198806
506	0.0006126198806
507	0.0006126198806
508	0.0006126198806
509	0.0006126198806
510	0.0006126198806
511	0.0006126198806
512	0.0006126198806
513	0.0006126198806
514	0.0006126198806
515	0.0006126198806
516	0.0006126198806
517	0.0006126198806
518	0.0006126198806
519	0.0006126198806
520	0.0006126198806
521	0.0006126198806
522	0.0006126198806
523	0.0006126198806
524	0.0006126198806
525	0.0006126198806
526	0.0006126198806
527	0.0006126198806
528	0.0006126198806
529	0.0006126198806
530	0.0006126198806
531	0.0006126198806
532	0.0006126198806
533	0.0006126198806
534	0.0006126198806
535	0.0006126198806
536	0.0006126198806
537	0.0006126198806
538	0.0006126198806
539	0.0006126198806
540	0.0006126198806
541	0.0006126198806
542	0.0006126198806
543	0.0006126198806
544	0.0006126198806
545	0.0006126198806
546	0.0006126198806
547	0.0006126198806
548	0.0006126198806
549	0.0006126198806
550	0.0006126198806
551	0.0006126198806
552	0.0006126198806
553	0.0006126198806
554	0.0006126198806
555	0.0006126198806
556	0.0006126198806
557	0.0006126198806
558	0.0006126198806
559	0.0006126198806
560	0.0006126198806
561	0.0006126198806
562	0.0006126198806
563	0.0006126198806
564	0.0006126198806
565	0.0006126198806
566	0.0006126198806
567	0.0006126198806
568	0.0006126198806
569	0.0006126198806
570	0.0006126198806
571	0.0006126198806
572	0.0006126198806
573	0.0006126198806
574	0.0006126198806
575	0.0006126198806
576	0.0006126198806
577	0.0006126198806
578	0.0006126198806
579	0.0006126198806
580	0.0006126198806
581	0.0006126198806
582	0.0006126198806
583	0.0006126198806
584	0.0006126198806
585	0.0006126198806
586	0.0006126198806
587	0.0006126198806
588	0.0006126198806
589	0.0006126198806
590	0.0006126198806
591	0.0006126198806
592	0.0006126198806
593	0.0006126198806
594	0.0006126198806
595	0.0006126198806
596	0.0006126198806
597	0.0006126198806
598	0.0006126198806
599	0.0006126198806
600	0.0006126198806
601	0.0006126198806
602	0.0006126198806
603	0.0006126198806
604	0.0006126198806
605	0.0006126198806
606	0.0006126198806
607	0.0006126198806
608	0.0006126198806
609	0.0006126198806
610	0.0006126198806
611	0.0006126198806
612	0.0006126198806
613	0.0006126198806
614	0.0006126198806
615	0.0006126198806
616	0.0006126198806
617	0.0006126198806
618	0.0006126198806
619	0.0006126198806
620	0.0006126198806
621	0.0006126198806
622	0.0006126198806
623	0.0006126198806
624	0.0006126198806
625	0.0006126198806
626	0.0006126198806
627	0.0006126198806
628	0.0006126198806
629	0.0006126198806
630	0.0006126198806
631	0.0006126198806
632	0.0006126198806
633	0.0006126198806
634	0.0006126198806
635	0.0006126198806
636	0.0006126198806
637	0.0006126198806
638	0.0006126198806
639	0.0006126198806
640	0.0006126198806
641	0.0006126198806
642	0.0006126198806
643	0.0006126198806
644	0.0006126198806
645	0.0006126198806
646	0.0006126198806
647	0.0006126198806
648	0.0006126198806
649	0.0006126198806
650	0.0006126198806
651	0.0006126198806
652	0.0006126198806
653	0.0006126198806
654	0.0006126198806
655	0.0006126198806
656	0.0006126198806
657	0.0006126198806
658	0.0006126198806
659	0.0006126198806
660	0.0006126198806
661	0.0006126198806
662	0.0006126198806
663	0.0006126198806
664	0.0006126198806
665	0.0006126198806
666	0.0006126198806
667	0.0006126198806
668	0.0006126198806
669	0.0006126198806
670	0.0006126198806
671	0.0006126198806
672	0.0006126198806
673	0.0006126198806
674	0.0006126198806
675	0.0006126198806
676	0.0006126198806
677	0.0006126198806
678	0.0006126198806
679	0.0006126198806
680	0.0006126198806
681	0.0006126198806
682	0.0006126198806
683	0.0006126198806
684	0.0006126198806
685	0.0006126198806
686	0.0006126198806
687	0.0006126198806
688	0.0006126198806
689	0.0006126198806
690	0.0006126198806
691	0.0006126198806
692	0.0006126198806
693	0.0006126198806
694	0.0006126198806
695	0.0006126198806
696	0.0006126198806
697	0.0006126198806
698	0.0006126198806
699	0.0006126198806
700	0.0006126198806
701	0.0006126198806
702	0.0006126198806
703	0.0006126198806
704	0.0006126198806
705	0.0006126198806
706	0.0006126198806
707	0.0006126198806
708	0.0006126198806
709	0.0006126198806
710	0.0006126198806
711	0.0006126198806
712	0.0006126198806
713	0.0006126198806
714	0.0006126198806
715	0.0006126198806
716	0.0006126198806
717	0.0006126198806
718	0.0006126198806
719	0.0006126198806
720	0.0006126198806
721	0.0006126198806
722	0.0006126198806
723	0.0006126198806
724	0.0006126198806
725	0.0006126198806
726	0.0006126198806
727	0.0006126198806
728	0.0006126198806
729	0.0006126198806
730	0.0006126198806
731	0.0006126198806
732	0.0006126198806
733	0.0006126198806
734	0.0006126198806
735	0.0006126198806
